one two three
10.07 10.10 10.49
5.113 5.146 5.745
3.737 4.059 4.374
9.153 9.178 9.614
2.226 2.253 2.737
3.871 4.196 4.514
4.182 4.214 4.787
5.235 5.268 5.867
5.088 5.120 5.719
3.834 4.158 4.475
5.685 5.717 6.315
2.153 2.431 2.702
0.386 0.519 0.669
4.259 4.593 4.917
1.860 1.885 2.357
1.130 1.347 1.579
3.520 3.549 4.103
3.135 3.425 3.724
6.064 6.407 6.730
4.466 4.498 5.087
0.786 0.971 1.175
5.508 5.853 6.183
4.525 4.557 5.147
3.524 3.839 4.149
2.493 2.779 3.059
4.624 4.656 5.248
6.038 6.070 6.662
0.134 0.198 0.280
5.240 5.570 5.901
1.037 1.256 1.483
1.220 1.454 1.691
6.146 6.179 6.767
9.416 9.653 9.884
8.245 8.273 8.753
8.422 8.700 8.958
7.381 7.695 7.985
8.939 8.964 9.412
2.704 2.995 3.281
0.935 1.144 1.363
5.472 5.506 6.097
4.003 4.354 4.697
4.723 5.134 5.561
0.104 0.168 0.253
5.258 5.915 6.244
1.632 1.656 1.872
3.018 3.561 3.864
4.973 5.076 5.694
6.646 6.916 7.486
3.790 4.122 4.438
2.474 2.799 2.976
1.853 2.084 2.502
0.752 1.105 1.289
4.489 5.097 5.426
0.905 0.924 1.097
4.113 4.710 4.989
5.977 6.650 6.968
3.843 3.874 4.413
2.293 2.820 3.102
1.509 1.795 1.883
0.656 0.672 0.997
6.168 6.201 6.789
5.726 6.056 6.385
1.447 1.695 1.944
1.656 1.681 2.133
4.857 5.199 5.529
3.790 3.820 4.380
0.404 0.541 0.693
6.389 6.422 6.996
5.239 5.584 5.914
1.584 1.608 2.054
6.825 7.140 7.447
6.841 7.156 7.463
2.650 2.677 3.179
3.360 3.657 3.963
5.445 5.478 6.078
5.196 5.229 5.828
1.489 1.512 1.957
5.930 5.963 6.557
5.304 5.634 5.965
2.914 2.942 3.464
2.892 2.920 3.441
3.913 3.944 4.515
5.319 5.650 5.981
4.390 4.711 5.037
3.394 3.705 4.012
5.003 5.035 5.633
4.165 4.482 4.805
6.277 6.310 6.887
5.345 5.676 6.006
7.667 7.697 8.211
4.729 4.761 5.348
6.079 6.112 6.695
1.794 1.818 2.286
5.659 6.004 6.333
5.636 5.669 6.267
7.168 7.488 7.785
3.804 4.127 4.444
5.044 5.077 5.675
3.318 3.627 3.932
4.892 4.925 5.514
0.462 0.609 0.772
3.525 3.841 4.151
5.611 5.941 6.271
4.693 4.726 5.312
2.193 2.459 2.732
6.307 6.632 6.951
5.431 5.464 6.055
0.754 0.944 1.145
6.219 6.545 6.866
1.731 1.755 2.219
3.295 3.324 3.860
5.453 5.784 6.114
7.415 7.714 8.005
4.938 5.281 5.611
1.253 1.275 1.691
7.202 7.507 7.804
7.300 7.603 7.897
4.923 4.956 5.546
5.075 5.419 5.750
3.803 3.833 4.401
6.057 6.247 6.791
2.117 2.379 2.880
3.917 4.526 4.849
4.333 4.923 5.251
1.464 1.465 1.712
5.414 5.849 6.212
2.933 2.967 3.253
2.122 2.148 2.359
0.143 0.293 0.401
0.153 0.155 0.313
0.784 0.802 0.945
2.854 3.430 3.729
2.189 2.215 2.428
3.947 3.978 4.228
2.935 3.220 3.513
4.699 5.040 5.369
1.388 1.411 1.840
6.232 6.264 6.851
1.085 1.105 1.507
0.307 0.423 0.557
3.789 3.820 4.379
1.268 1.290 1.708
7.926 7.955 8.460
6.392 6.730 7.047
8.824 8.850 9.298
5.480 5.834 6.167
7.329 7.777 8.065
6.953 7.321 7.581
8.694 8.707 9.134
7.186 7.501 7.834
5.872 6.253 6.585
3.119 3.171 3.717
1.648 1.908 2.163
5.307 5.657 5.981
6.275 6.613 6.920
7.250 7.578 7.757
3.723 3.791 4.375
3.387 3.722 3.995
3.804 4.152 4.369
0.509 0.667 0.834
3.723 3.961 4.361
8.026 8.109 8.622
7.561 7.876 8.158
3.834 3.839 4.488
6.190 6.532 6.852
1.759 1.784 2.243
3.676 3.995 4.309
2.711 2.739 3.250
4.935 5.263 5.593
4.056 4.371 4.693
5.553 5.884 6.214
3.053 3.354 3.650
7.023 7.055 7.603
3.329 3.638 3.943
0.884 0.903 1.269
1.067 1.279 1.507
7.833 7.861 8.372
5.087 5.431 5.762
3.444 3.474 4.024
1.162 1.183 1.589
5.124 5.453 5.784
7.153 7.184 7.725
3.981 4.012 4.579
3.818 3.848 4.409
0.303 0.413 0.545
5.284 5.630 5.960
3.419 3.448 3.990
1.739 1.764 2.222
3.716 3.746 4.309
3.282 3.311 3.846
1.792 1.817 2.278
0.484 0.497 0.774
1.106 1.127 1.526
4.863 4.896 5.485
0.808 0.825 1.182
0.853 0.872 1.232
2.065 2.091 2.567
0.283 0.293 0.504
0.395 0.407 0.656
0.770 0.787 1.131
0.415 0.427 0.687
0.770 0.787 1.131
0.354 0.365 0.600
0.377 0.388 0.635
0.359 0.370 0.608
1.405 1.428 1.859
0.335 0.346 0.577
1.291 1.313 1.733
0.914 0.933 1.304
1.369 1.392 1.819
0.377 0.388 0.632
1.275 1.297 1.716
0.679 0.695 1.025
1.152 1.382 1.615
1.165 1.395 1.629
0.665 0.681 1.008
1.459 1.707 1.957
2.585 2.612 3.111
0.792 0.810 1.159
2.592 2.620 3.119
3.231 3.537 3.839
0.929 1.138 1.356
0.457 0.597 0.758
2.675 2.965 3.250
3.434 3.746 4.054
3.947 3.978 4.551
3.994 4.025 4.600
3.046 3.074 3.603
1.113 1.339 1.570
2.850 3.145 3.435
0.111 0.167 0.240
2.450 2.480 2.982
3.049 3.057 3.639
0.656 0.877 1.042
3.759 3.767 4.406
1.707 1.970 2.249
2.729 2.757 3.269
3.009 3.043 3.570
3.384 3.666 3.994
3.156 3.460 3.759
4.240 4.271 4.847
3.222 3.250 3.789
3.178 3.206 3.743
0.233 0.330 0.445
5.118 5.151 5.742
4.102 4.133 4.704
2.355 2.381 2.877
1.349 1.592 1.836
3.616 3.646 4.198
2.095 2.410 2.681
0.708 0.925 1.125
3.696 4.066 4.349
3.117 3.175 3.770
1.732 2.007 2.236
2.235 2.528 2.800
1.937 1.949 2.443
2.566 2.883 3.166
2.643 2.911 3.221
2.937 3.268 3.421
1.765 2.054 2.316
3.730 4.137 4.330
2.268 2.329 2.910
0.479 0.672 0.811
0.482 0.495 0.772
3.671 3.701 4.255
2.876 3.159 3.450
3.104 3.132 3.664
5.770 6.115 6.442
6.762 6.794 7.354
8.930 9.192 9.435
6.036 6.069 6.660
10.80 11.01 11.21
12.85 12.87 13.23
12.53 12.73 12.93
12.28 12.30 12.66
12.44 12.46 12.82
11.30 11.51 11.71
11.30 11.32 11.68
12.03 12.05 12.41
12.56 12.58 12.94
11.00 11.21 11.42
13.03 13.24 13.44
13.32 13.34 13.70
12.46 12.66 12.86
12.31 12.33 12.69
12.61 12.63 12.99
11.60 11.62 11.98
9.966 10.21 10.43
9.765 10.01 10.24
8.818 8.844 9.292
1.189 1.411 1.646
1.680 1.704 2.164
4.455 4.487 5.068
3.375 3.405 3.944
1.789 2.054 2.316
2.950 2.978 3.495
3.440 3.470 4.013
0.100 0.178 0.267
0.074 0.147 0.213
1.019 1.407 1.642
2.509 2.896 3.185
2.566 2.873 3.217
2.884 3.171 3.501
1.146 1.510 1.750
3.258 3.355 3.826
0.838 1.088 1.302
2.420 2.802 3.043
3.569 3.614 4.082
2.679 3.051 3.298
3.364 3.728 4.023
3.265 3.725 3.978
4.373 4.405 4.662
2.007 2.032 2.512
3.014 3.042 3.570
1.447 1.694 1.944
1.829 2.095 2.358
1.154 1.383 1.617
1.237 1.472 1.710
0.109 0.164 0.235
0.958 1.160 1.380
0.386 0.397 0.644
0.781 0.799 1.145
1.937 1.962 2.438
0.371 0.382 0.623
0.281 0.391 0.518
1.845 1.869 2.340
2.024 2.297 2.565
3.434 3.463 4.013
3.652 3.682 4.242
1.985 2.245 2.512
0.725 0.903 1.100
1.384 1.618 1.864
2.655 2.682 3.185
1.764 2.016 2.277
2.814 2.842 3.352
2.968 2.996 3.521
1.917 2.175 2.441
2.068 2.343 2.613
3.315 3.344 3.881
2.283 2.552 2.827
2.391 2.662 2.940
2.501 2.775 3.055
3.784 3.814 4.374
3.932 3.963 4.535
4.037 4.068 4.644
2.880 3.175 3.466
4.253 4.284 4.868
4.340 4.372 4.958
4.564 4.596 5.187
4.648 4.680 5.273
4.713 4.746 5.332
4.933 4.966 5.563
5.000 5.032 5.630
5.037 5.070 5.661
5.244 5.276 5.876
5.346 5.379 5.978
5.894 5.927 6.521
5.832 5.866 6.453
5.878 5.911 6.506
5.875 5.907 6.502
5.851 5.884 6.479
5.829 5.862 6.450
5.827 5.859 6.455
5.775 5.808 6.404
5.726 5.759 6.356
5.618 5.651 6.242
5.572 5.605 6.203
5.497 5.529 6.129
5.397 5.429 6.029
5.273 5.306 5.898
5.173 5.206 5.805
5.082 5.114 5.713
4.960 4.993 5.590
4.757 4.790 5.377
4.638 4.670 5.263
4.491 4.523 5.112
4.300 4.331 4.916
4.114 4.145 4.717
3.954 3.985 4.558
3.873 3.903 4.474
3.671 3.701 4.263
3.452 3.482 4.026
3.277 3.306 3.848
3.064 3.092 3.622
2.854 2.882 3.401
2.633 2.660 3.168
1.347 1.579 1.823
2.140 2.166 2.646
0.992 1.198 1.420
1.700 1.724 2.180
0.914 0.933 1.309
0.275 0.378 0.503
0.636 0.802 0.989
1.473 1.497 1.934
0.626 0.791 0.976
1.482 1.505 1.949
0.689 0.870 1.064
1.553 1.576 2.026
0.703 0.886 1.082
0.697 0.871 1.065
0.701 0.884 1.079
1.533 1.556 2.005
0.666 0.844 1.035
1.465 1.488 1.930
0.621 0.785 0.970
1.462 1.485 1.928
0.592 0.760 0.941
0.789 0.807 1.155
0.571 0.735 0.914
1.375 1.397 1.831
0.591 0.759 0.941
1.413 1.436 1.868
0.614 0.777 0.961
0.590 0.751 0.931
0.640 0.815 1.002
1.411 1.434 1.871
0.577 0.736 0.914
0.556 0.712 0.887
1.336 1.358 1.783
0.531 0.682 0.854
1.260 1.282 1.704
0.444 0.582 0.741
0.403 0.539 0.692
0.128 0.187 0.266
0.388 0.514 0.664
1.065 1.085 1.484
0.389 0.517 0.666
0.399 0.528 0.679
0.169 0.245 0.341
0.410 0.542 0.695
0.178 0.257 0.357
0.457 0.597 0.758
1.225 1.247 1.660
1.314 1.336 1.764
0.573 0.738 0.917
1.395 1.418 1.854
0.631 0.805 0.991
1.450 1.473 1.908
0.650 0.818 1.006
0.667 0.845 1.036
1.526 1.550 1.998
0.671 0.850 1.041
0.921 0.940 1.313
0.725 0.911 1.108
1.676 1.700 2.159
0.825 1.014 1.221
0.868 1.071 1.283
1.826 1.851 2.315
1.862 1.888 2.353
0.968 1.172 1.392
1.190 1.422 1.657
2.222 2.249 2.739
1.231 1.466 1.704
0.658 0.835 1.025
1.322 1.552 1.795
1.448 1.695 1.945
1.557 1.811 2.065
2.733 2.760 3.273
1.713 1.974 2.234
1.784 2.049 2.311
2.953 2.981 3.505
1.883 2.139 2.404
1.883 2.140 2.405
1.916 2.174 2.440
3.039 3.067 3.596
3.039 3.067 3.596
1.940 2.210 2.477
2.997 3.026 3.545
2.977 3.005 3.524
1.837 2.092 2.356
1.764 2.028 2.289
1.711 1.973 2.232
2.703 2.731 3.235
2.645 2.672 3.181
2.372 2.398 2.895
1.230 1.465 1.703
2.137 2.163 2.649
1.049 1.270 1.497
0.931 1.141 1.359
0.850 1.051 1.261
0.818 1.006 1.214
0.827 1.025 1.234
0.797 0.992 1.198
1.676 1.700 2.160
0.735 0.922 1.121
1.554 1.578 2.022
0.286 0.392 0.519
0.696 0.878 1.072
0.680 0.860 1.052
1.497 1.520 1.965
0.652 0.828 1.017
0.640 0.815 1.003
0.618 0.790 0.975
0.268 0.370 0.494
1.396 1.419 1.849
0.715 0.892 1.088
1.581 1.605 2.057
1.560 1.584 2.028
0.601 0.763 0.945
0.262 0.368 0.491
1.382 1.405 1.839
0.611 0.773 0.957
0.631 0.796 0.982
0.633 0.798 0.985
1.344 1.367 1.792
0.572 0.738 0.917
1.273 1.295 1.718
0.703 0.720 1.051
0.526 0.684 0.856
1.304 1.326 1.747
1.323 1.346 1.769
0.566 0.723 0.900
0.578 0.744 0.923
1.353 1.375 1.801
0.181 0.262 0.362
0.623 0.796 0.982
0.924 0.943 1.321
0.837 1.027 1.236
1.055 1.276 1.504
1.378 1.622 1.868
2.688 2.715 3.219
1.838 2.105 2.368
2.017 2.290 2.559
3.393 3.423 3.964
2.444 2.729 3.008
2.611 2.888 3.171
2.779 3.072 3.360
2.960 3.258 3.552
4.369 4.401 4.988
3.031 3.318 3.614
3.158 3.449 3.748
3.455 3.768 4.076
4.877 4.910 5.506
4.998 5.031 5.621
5.091 5.124 5.715
5.191 5.224 5.823
5.313 5.345 5.945
5.365 5.398 5.997
5.431 5.464 6.064
5.455 5.487 6.087
5.534 5.567 6.166
4.194 4.512 4.835
5.558 5.591 6.190
5.533 5.566 6.158
5.539 5.572 6.171
5.515 5.548 6.147
5.487 5.520 6.119
5.439 5.472 6.071
5.365 5.398 5.997
5.294 5.327 5.926
5.174 5.207 5.799
3.756 4.064 4.379
4.984 5.016 5.614
4.810 4.843 5.431
3.409 3.708 4.015
4.446 4.478 5.059
3.063 3.352 3.648
4.244 4.275 4.851
2.848 3.143 3.433
3.126 3.154 3.681
2.784 3.064 3.353
2.915 3.198 3.491
2.993 3.279 3.574
4.321 4.352 4.937
4.411 4.443 5.031
4.491 4.522 5.112
3.448 3.761 4.069
4.795 4.827 5.415
3.346 3.656 3.961
3.563 3.880 4.191
3.612 3.916 4.228
4.915 4.947 5.544
3.599 3.903 4.215
5.009 5.042 5.640
4.965 4.998 5.595
4.873 4.906 5.494
3.540 3.842 4.153
3.412 3.724 4.031
3.308 3.617 3.921
4.396 4.428 5.008
3.019 3.306 3.601
2.830 3.111 3.401
3.865 3.896 4.459
3.685 3.715 4.277
2.290 2.559 2.834
2.081 2.344 2.614
2.981 3.009 3.534
1.621 1.878 2.135
2.402 2.429 2.927
1.147 1.376 1.609
1.140 1.161 1.569
1.006 1.026 1.411
1.702 1.726 2.188
0.766 0.956 1.159
1.601 1.625 2.079
0.706 0.889 1.085
0.656 0.833 1.023
1.411 1.433 1.871
0.554 0.709 0.885
1.256 1.278 1.694
0.581 0.596 0.903
0.385 0.517 0.667
1.035 1.055 1.449
0.118 0.176 0.251
0.448 0.461 0.728
0.348 0.467 0.608
0.357 0.484 0.628
0.363 0.491 0.636
1.029 1.049 1.442
0.372 0.502 0.649
0.566 0.581 0.884
0.414 0.553 0.707
1.149 1.170 1.575
0.475 0.617 0.781
1.247 1.269 1.685
0.537 0.690 0.863
1.328 1.350 1.780
0.555 0.710 0.885
1.356 1.378 1.810
1.355 1.377 1.809
0.557 0.712 0.888
0.555 0.710 0.885
0.534 0.686 0.859
1.258 1.280 1.696
1.243 1.265 1.685
1.197 1.218 1.633
0.579 0.594 0.897
0.450 0.596 0.756
1.165 1.186 1.593
0.456 0.596 0.757
0.444 0.582 0.741
0.445 0.590 0.749
0.426 0.560 0.716
1.132 1.153 1.561
0.392 0.519 0.669
1.043 1.063 1.454
0.343 0.462 0.602
0.455 0.468 0.741
0.306 0.422 0.555
0.896 0.915 1.283
0.307 0.423 0.556
0.086 0.130 0.189
0.100 0.149 0.215
0.316 0.435 0.570
0.126 0.184 0.262
0.302 0.417 0.550
0.336 0.459 0.599
0.380 0.512 0.661
0.146 0.211 0.297
0.558 0.714 0.890
0.722 0.907 1.105
0.889 1.093 1.308
2.019 2.045 2.519
2.267 2.294 2.786
2.654 2.681 3.184
2.881 2.909 3.429
3.088 3.116 3.647
2.913 2.941 3.456
3.217 3.245 3.784
3.417 3.446 3.995
3.569 3.599 4.149
3.765 3.795 4.361
3.924 3.955 4.527
4.039 4.070 4.639
4.227 4.258 4.840
4.334 4.365 4.951
4.460 4.492 5.073
4.580 4.612 5.203
5.667 5.701 6.291
5.745 5.778 6.374
5.894 5.926 6.521
5.896 5.929 6.516
5.918 5.950 6.544
5.955 5.987 6.581
5.955 5.987 6.581
5.819 5.852 6.440
6.101 6.134 6.724
6.078 6.110 6.701
6.010 6.043 6.628
5.956 5.988 6.582
5.908 5.941 6.535
5.812 5.845 6.433
5.746 5.778 6.375
5.651 5.683 6.281
5.582 5.615 6.213
5.443 5.476 6.068
5.641 5.674 6.272
5.498 5.531 6.130
5.307 5.340 5.932
5.138 5.170 5.769
4.926 4.958 5.555
4.692 4.724 5.318
4.409 4.441 5.021
4.156 4.187 4.767
2.948 2.976 3.500
3.879 3.909 4.480
3.855 3.886 4.448
3.858 3.888 4.458
3.808 3.838 4.406
3.742 3.772 4.337
3.680 3.710 4.265
3.641 3.671 4.231
3.508 3.537 4.091
3.471 3.501 4.053
3.348 3.377 3.922
3.194 3.223 3.760
2.974 3.002 3.527
1.592 1.836 2.092
1.401 1.636 1.882
2.176 2.203 2.684
0.968 1.171 1.392
1.628 1.652 2.102
0.771 0.788 1.138
0.229 0.321 0.434
0.558 0.713 0.889
0.556 0.711 0.887
0.478 0.621 0.786
1.180 1.201 1.614
0.421 0.561 0.717
1.002 1.021 1.411
0.111 0.168 0.240
0.220 0.228 0.407
0.307 0.423 0.557
0.793 0.810 1.164
0.078 0.121 0.178
0.788 0.806 1.159
0.249 0.346 0.465
0.801 0.819 1.174
0.245 0.346 0.464
0.075 0.114 0.169
0.268 0.375 0.500
0.289 0.401 0.531
0.296 0.410 0.541
0.897 0.916 1.284
0.305 0.415 0.548
0.322 0.435 0.571
0.105 0.159 0.229
0.944 0.963 1.344
0.324 0.438 0.575
0.331 0.446 0.585
0.462 0.475 0.746
0.361 0.482 0.626
1.027 1.047 1.441
0.378 0.503 0.651
0.144 0.211 0.297
1.087 1.108 1.504
1.102 1.123 1.521
1.146 1.167 1.577
0.437 0.574 0.732
0.438 0.575 0.733
0.437 0.580 0.739
0.164 0.235 0.329
0.175 0.253 0.352
0.651 0.667 0.986
1.345 1.368 1.793
1.465 1.488 1.930
1.026 1.244 1.470
2.064 2.090 2.573
1.119 1.345 1.576
2.105 2.131 2.609
1.170 1.400 1.635
2.175 2.201 2.689
1.154 1.374 1.607
1.129 1.356 1.588
2.066 2.092 2.569
2.201 2.228 2.710
0.630 0.804 0.990
1.308 1.548 1.790
2.382 2.409 2.906
1.363 1.607 1.852
2.451 2.478 2.977
1.382 1.616 1.862
1.377 1.621 1.867
1.342 1.584 1.828
2.300 2.326 2.819
1.214 1.448 1.685
1.135 1.363 1.596
0.534 0.694 0.867
1.011 1.218 1.442
0.978 1.182 1.404
0.935 1.135 1.353
1.801 1.826 2.294
1.069 1.089 1.489
0.815 1.011 1.219
1.653 1.677 2.129
1.613 1.637 2.086
0.577 0.736 0.914
0.234 0.332 0.447
0.222 0.312 0.424
1.297 1.320 1.740
1.327 1.349 1.778
1.327 1.349 1.778
0.538 0.698 0.873
1.289 1.311 1.737
0.712 0.729 1.066
0.207 0.296 0.405
1.273 1.295 1.719
0.208 0.293 0.400
0.525 0.683 0.855
0.560 0.723 0.900
1.341 1.363 1.794
0.584 0.751 0.931
1.345 1.368 1.793
0.570 0.727 0.905
0.196 0.282 0.387
0.490 0.643 0.810
1.229 1.250 1.669
0.480 0.631 0.797
0.471 0.620 0.784
0.617 0.632 0.948
0.176 0.251 0.349
1.156 1.177 1.583
0.462 0.603 0.764
0.619 0.635 0.951
1.169 1.191 1.597
0.470 0.612 0.775
0.493 0.646 0.814
1.234 1.256 1.675
0.496 0.642 0.809
0.471 0.614 0.777
0.455 0.594 0.755
0.072 0.109 0.162
0.602 0.617 0.929
1.193 1.214 1.629
1.192 1.214 1.623
0.487 0.639 0.806
1.072 1.092 1.487
0.394 0.522 0.673
0.375 0.499 0.646
0.125 0.186 0.265
0.512 0.526 0.811
0.131 0.194 0.274
0.499 0.512 0.794
0.251 0.260 0.457
0.367 0.489 0.635
0.386 0.518 0.668
0.394 0.528 0.680
1.052 1.072 1.464
0.394 0.528 0.680
0.374 0.505 0.652
0.126 0.184 0.262
0.143 0.210 0.296
0.143 0.207 0.292
0.421 0.561 0.717
0.457 0.604 0.766
0.488 0.640 0.806
0.701 0.718 1.048
0.601 0.763 0.945
0.682 0.863 1.056
1.641 1.665 2.123
1.731 1.756 2.214
1.824 1.849 2.313
1.919 1.944 2.419
1.890 1.915 2.388
1.944 1.970 2.446
1.981 2.006 2.485
2.018 2.043 2.524
1.047 1.258 1.484
2.047 2.072 2.554
2.009 2.035 2.508
1.991 2.017 2.496
1.951 1.976 2.453
1.897 1.922 2.396
1.744 1.769 2.233
1.652 1.675 2.134
1.531 1.554 1.997
0.274 0.378 0.503
1.470 1.493 1.936
1.450 1.473 1.909
0.646 0.813 1.001
1.436 1.459 1.893
0.585 0.744 0.924
1.316 1.338 1.761
0.655 0.671 0.995
0.517 0.667 0.837
0.519 0.669 0.840
0.220 0.309 0.421
0.581 0.740 0.919
1.486 1.509 1.953
1.553 1.577 2.027
1.623 1.647 2.102
0.831 1.030 1.239
1.747 1.772 2.231
0.871 1.074 1.287
0.853 1.054 1.265
1.772 1.797 2.257
1.745 1.769 2.234
0.394 0.522 0.673
1.842 1.867 2.338
1.916 1.941 2.416
1.595 1.840 2.095
1.618 1.864 2.120
1.633 1.890 2.147
1.073 1.296 1.525
1.813 1.838 2.301
1.569 1.812 2.067
1.560 1.803 2.057
1.545 1.798 2.052
2.555 2.582 3.087
1.444 1.681 1.930
1.458 1.695 1.945
1.685 1.709 2.170
1.403 1.649 1.896
1.608 1.632 2.087
2.175 2.201 2.688
1.040 1.250 1.476
1.051 1.071 1.463
0.999 1.019 1.403
0.800 0.995 1.201
0.937 0.956 1.336
1.090 1.110 1.513
1.250 1.486 1.725
1.663 1.687 2.146
0.778 0.962 1.165
1.788 1.813 2.274
1.459 1.707 1.957
1.487 1.737 1.988
2.391 2.418 2.915
0.848 1.049 1.260
1.626 1.650 2.100
0.730 0.908 1.106
0.695 0.869 1.063
1.593 1.617 2.070
1.600 1.624 2.072
1.547 1.571 2.014
1.582 1.605 2.058
1.244 1.480 1.718
1.234 1.469 1.707
1.430 1.453 1.887
0.921 1.129 1.347
1.424 1.671 1.919
1.373 1.617 1.862
0.913 0.932 1.303
1.297 1.537 1.778
0.665 0.843 1.034
2.312 2.338 2.832
0.795 0.812 1.166
1.020 1.228 1.453
0.292 0.399 0.528
0.833 1.031 1.241
0.641 0.816 1.004
2.433 2.460 2.959
0.550 0.711 0.887
0.878 1.082 1.295
1.455 1.703 1.953
2.520 2.547 3.044
1.450 1.473 1.908
1.721 1.745 2.202
1.570 1.813 2.068
1.957 1.983 2.460
0.937 1.138 1.356
1.716 1.978 2.238
2.034 2.060 2.541
1.162 1.382 1.616
1.767 2.019 2.281
1.609 1.854 2.110
1.864 1.890 2.355
2.635 2.662 3.170
1.898 1.923 2.397
1.221 1.243 1.656
1.429 1.676 1.925
1.790 1.815 2.276
1.480 1.718 1.969
1.474 1.713 1.963
1.428 1.675 1.923
0.879 1.074 1.287
1.715 1.740 2.202
1.333 1.564 1.807
2.324 2.351 2.839
0.752 0.932 1.133
1.541 1.794 2.047
1.509 1.760 2.013
1.439 1.462 1.897
0.492 0.644 0.812
0.233 0.330 0.446
0.452 0.592 0.752
1.422 1.669 1.917
0.765 0.947 1.149
0.389 0.522 0.672
0.756 0.945 1.147
0.850 0.868 1.228
0.735 0.913 1.112
1.007 1.027 1.418
0.377 0.508 0.656
0.546 0.707 0.882
0.740 0.919 1.118
3.283 3.312 3.847
2.204 2.470 2.743
1.166 1.188 1.594
2.861 2.889 3.408
0.730 0.908 1.106
2.980 3.279 3.573
4.246 4.277 4.853
2.434 2.706 2.985
3.004 3.291 3.585
1.050 1.261 1.487
1.222 1.243 1.656
4.300 4.332 4.916
3.403 3.432 3.981
2.341 2.623 2.899
3.325 3.354 3.898
1.013 1.033 1.419
3.591 3.621 4.172
3.403 3.432 3.981
2.186 2.212 2.694
3.417 3.715 4.023
2.807 3.100 3.389
3.455 3.484 4.035
1.199 1.422 1.658
0.631 0.805 0.992
2.800 3.094 3.383
3.912 3.942 4.514
3.925 4.237 4.556
4.220 4.539 4.862
3.350 3.379 3.925
2.765 2.793 3.300
3.478 3.791 4.100
2.093 2.368 2.639
3.751 3.781 4.346
2.282 2.550 2.825
2.555 2.830 3.111
2.113 2.389 2.660
3.585 3.902 4.213
1.414 1.660 1.907
2.993 3.292 3.586
1.641 1.665 2.122
3.201 3.230 3.767
2.194 2.460 2.733
1.902 1.927 2.402
1.988 2.260 2.528
0.652 0.820 1.008
3.129 3.433 3.731
3.501 3.816 4.125
4.701 5.058 5.367
4.292 4.626 4.948
6.398 6.414 6.995
3.194 3.530 3.825
2.228 2.565 2.886
3.589 3.616 4.177
3.139 3.432 3.734
2.791 2.818 3.272
4.719 5.087 5.349
3.905 4.260 4.539
5.033 5.066 5.664
3.395 3.706 4.013
2.289 2.315 2.802
0.888 1.083 1.297
2.751 3.043 3.331
1.524 1.765 2.018
2.759 3.038 3.326
1.466 1.489 1.932
0.650 0.819 1.007
4.262 4.293 4.869
2.135 2.400 2.671
3.193 3.485 3.785
2.964 3.249 3.542
1.387 1.410 1.845
0.725 0.903 1.100
2.816 2.843 3.360
3.702 3.732 4.295
1.338 1.360 1.791
1.302 1.324 1.750
0.317 0.429 0.564
0.537 0.697 0.871
2.890 2.918 3.432
3.377 3.674 3.980
2.801 3.081 3.370
2.929 3.226 3.519
1.998 2.271 2.539
3.337 3.366 3.911
4.292 4.611 4.936
1.935 2.194 2.460
1.588 1.833 2.088
2.505 2.792 3.072
1.028 1.246 1.472
0.754 0.944 1.145
1.164 1.394 1.628
2.181 2.207 2.695
2.525 2.812 3.092
0.859 1.061 1.272
0.003 0.773 9.647
2.848 2.876 3.388
1.138 1.366 1.599
2.935 2.963 3.486
1.178 1.409 1.644
1.325 1.556 1.799
2.797 2.825 3.334
1.765 2.030 2.291
3.116 3.406 3.704
1.856 1.881 2.353
0 0.696 9.299
2.167 2.193 2.681
3.245 3.538 3.840
4.144 4.175 4.748
6.164 6.197 6.778
4.971 5.004 5.601
4.210 4.528 4.851
4.239 4.558 4.882
6.271 6.304 6.881
4.216 4.534 4.858
4.856 4.889 5.477
3.860 3.890 4.460
1.639 1.885 2.142
1.663 1.912 2.169
2.855 2.883 3.402
2.994 3.280 3.574
1.103 1.123 1.528
4.341 4.676 5.002
3.800 3.830 4.397
1.762 2.014 2.275
0.681 0.862 1.055
1.493 1.517 1.956
1.680 1.941 2.199
3.281 3.589 3.892
1.772 1.796 2.257
2.216 2.483 2.756
1.680 1.941 2.207
1.283 1.474 1.735
0.547 0.698 0.880
1.179 1.337 1.790
1.831 2.081 2.344
0.732 0.935 1.020
1.661 2.016 2.353
3.244 3.810 4.119
1.512 1.890 2.189
5.405 5.750 6.080
4.495 4.510 5.110
3.171 3.326 3.809
3.934 4.261 4.580
4.871 5.220 5.550
6.060 6.113 6.726
4.628 4.953 5.275
5.802 6.132 6.466
7.123 7.148 7.685
4.511 4.834 5.138
2.794 3.106 3.630
4.808 4.824 5.412
0.372 0.496 0.631
4.223 4.548 4.872
1.075 1.288 1.516
2.555 2.830 3.112
1.508 1.531 1.977
4.462 4.784 5.111
5.673 5.706 6.304
2.805 3.086 3.375
2.354 2.624 2.901
2.597 2.624 3.124
1.204 1.437 1.674
3.568 3.885 4.196
5.009 5.353 5.683
1.718 1.981 2.240
0.260 0.360 0.481
2.780 2.808 3.317
1.910 1.935 2.403
2.025 2.051 2.525
2.599 2.887 3.170
2.807 2.834 3.351
1.620 1.877 2.133
1.552 1.806 2.060
3.662 3.692 4.253
2.508 2.535 3.037
3.004 3.290 3.585
2.422 2.706 2.984
5.646 5.679 6.270
2.796 3.090 3.378
2.433 2.813 3.117
